company,com_response_to_consumer,date_received,product,sub_product,issue,sub_issu,consumer_complaint_nar,company_pub_response,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_com,timely_response,consumer_dis,complaint_id
"AMERICAN BANCSHARES MORTGAGE, LLC",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1
AMERICAN EAGLE MORTGAGE COMPANY,Closed with explanation,3,3,3,3,0,1,2,2,2,0,2,3,3,3,2,3
AMERICAN EAGLE MORTGAGE COMPANY,Closed with monetary relief,2,2,2,2,0,1,0,2,2,0,1,2,2,2,1,2
AMERICAN EQUITY MORTGAGE,Closed,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
AMERICAN EQUITY MORTGAGE,Closed with explanation,23,23,23,23,0,4,8,22,22,5,7,23,23,23,21,23
AMERICAN EQUITY MORTGAGE,Closed with monetary relief,2,2,2,2,0,1,1,2,1,1,1,2,2,2,2,2
AMERICAN EXPRESS COMPANY,Closed,17,17,5,17,1,3,0,17,14,4,6,17,17,17,17,17
AMERICAN EXPRESS COMPANY,Closed with explanation,10309,10309,5829,10309,5006,3750,0,10131,9176,1394,6176,10309,10309,10309,5523,10309
AMERICAN EXPRESS COMPANY,Closed with monetary relief,2406,2406,1289,2406,925,841,0,2359,2139,345,1277,2406,2406,2406,1461,2406
AMERICAN EXPRESS COMPANY,Closed with non-monetary relief,1997,1997,1206,1997,1147,766,0,1968,1777,223,1374,1997,1997,1997,967,1997
AMERICAN EXPRESS COMPANY,Closed with relief,80,80,3,80,0,0,0,80,80,11,0,80,80,80,80,80
AMERICAN EXPRESS COMPANY,Closed without relief,250,250,4,250,0,0,0,249,249,35,0,250,250,250,250,250
AMERICAN EXPRESS COMPANY,In progress,23,23,23,23,23,0,0,23,20,5,0,23,23,23,0,23
AMERICAN FAMILY FUNDING GROUP Inc.,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1
AMERICAN FEDERAL MORTGAGE CORPORATION,Closed with explanation,3,3,3,3,1,0,3,3,3,0,2,3,3,3,2,3
AMERICAN FEDERAL MORTGAGE CORPORATION,Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
AMERICAN FEDERAL MORTGAGE CORPORATION,Closed without relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
AMERICAN FINANCE HOUSE LARIBA,Closed with explanation,2,2,2,2,0,0,0,2,2,0,1,2,2,2,2,2
AMERICAN FINANCE HOUSE LARIBA,Untimely response,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
AMERICAN FINANCIAL MORTGAGE COMPANY,Closed,2,2,2,2,0,0,0,2,2,0,1,2,2,2,2,2
AMERICAN FINANCIAL MORTGAGE COMPANY,Closed with explanation,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
AMERICAN FINANCIAL NETWORK INC.,Closed,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
AMERICAN FINANCIAL NETWORK INC.,Closed with explanation,42,42,42,42,4,23,35,42,34,8,34,42,42,42,14,42
AMERICAN FINANCIAL NETWORK INC.,Closed with monetary relief,17,17,17,17,0,6,11,17,13,5,10,17,17,17,12,17
AMERICAN FINANCIAL NETWORK INC.,Closed with non-monetary relief,3,3,3,3,0,1,1,3,3,1,3,3,3,3,2,3
AMERICAN FINANCING CORPORATION,Closed with explanation,11,11,11,11,1,3,2,10,9,4,3,11,11,11,6,11
AMERICAN FINANCING CORPORATION,Closed with monetary relief,3,3,3,3,0,2,2,3,2,1,2,3,3,3,2,3
AMERICAN FINANCING CORPORATION,Closed with non-monetary relief,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
AMERICAN HONDA FINANCE CORP,Closed,11,11,11,11,1,1,0,11,11,2,4,11,11,11,11,11
AMERICAN HONDA FINANCE CORP,Closed with explanation,1075,1075,1065,1075,568,406,0,1065,978,128,722,1075,1075,1075,555,1075
AMERICAN HONDA FINANCE CORP,Closed with monetary relief,68,68,68,68,32,38,0,67,58,16,54,68,68,68,37,68
AMERICAN HONDA FINANCE CORP,Closed with non-monetary relief,171,171,170,171,107,88,1,165,144,22,138,171,171,171,67,171
AMERICAN HONDA FINANCE CORP,In progress,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1
AMERICAN INTERNET MORTGAGE,Closed,9,9,9,9,0,0,0,9,9,0,0,9,9,9,9,9
AMERICAN INTERNET MORTGAGE,Closed with explanation,63,63,63,63,1,24,15,63,59,7,37,63,63,63,44,63
AMERICAN INTERNET MORTGAGE,Closed with monetary relief,6,6,6,6,0,0,0,6,6,0,0,6,6,6,6,6
AMERICAN INTERNET MORTGAGE,Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
AMERICAN MIDWEST MORTGAGE,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"AMERICAN MORTGAGE & EQUITY CONSULTANTS, INC.",Closed,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"AMERICAN MORTGAGE & EQUITY CONSULTANTS, INC.",Closed with explanation,4,4,4,4,1,2,3,4,4,1,4,4,4,4,2,4
"AMERICAN MORTGAGE & EQUITY CONSULTANTS, INC.",Untimely response,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1
"AMERICAN MORTGAGE AND INVESTMENT SERVICES, INC.",Closed with explanation,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
AMERICAN NEIGHBORHOOD MORTGAGE,Closed,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
AMERICAN NEIGHBORHOOD MORTGAGE,Closed with explanation,24,24,24,24,1,12,0,24,18,3,16,24,24,24,12,24
AMERICAN NEIGHBORHOOD MORTGAGE,Closed with monetary relief,10,10,10,10,0,5,0,10,9,2,6,10,10,10,9,10
AMERICAN PACIFIC MORTGAGE,Closed with explanation,28,28,28,28,1,17,14,27,22,3,20,28,28,28,16,28
AMERICAN PACIFIC MORTGAGE,Closed with monetary relief,8,8,8,8,0,4,2,8,8,1,6,8,8,8,8,8
AMERICAN PORTIFOLIO MORTGAGE,Closed with explanation,7,7,7,7,0,4,3,7,7,1,6,7,7,7,5,7
AMERICAN SECURITY MORTGAGE CORPORATION,Closed with explanation,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
AMERICAN SOUTHWEST MORTGAGE CORP.,Closed,2,2,2,2,0,0,0,2,2,1,0,2,2,2,2,2
AMERICAN SOUTHWEST MORTGAGE CORP.,Closed with explanation,12,12,12,12,0,2,3,12,12,1,5,12,12,12,10,12
AMERICAN SOUTHWEST MORTGAGE CORP.,Closed with monetary relief,3,3,3,3,0,1,0,3,3,0,1,3,3,3,3,3
AMERICAN SOUTHWEST MORTGAGE CORP.,Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
AMERICASH,Closed with explanation,4,4,4,4,0,2,2,4,4,1,2,4,4,4,4,4
AMERICASH,Closed with monetary relief,2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2
AMERICASH,Untimely response,9,9,9,9,5,2,0,8,7,2,6,9,9,9,0,9
"AMERIFIRST FINANCIAL, INC.",Closed with explanation,9,9,9,9,0,1,3,9,9,1,3,9,9,9,7,9
"AMERIFIRST FINANCIAL, INC.",Closed with monetary relief,2,2,2,2,0,0,1,2,2,0,1,2,2,2,2,2
"AMERINATIONAL COMMUNITY SERVICES, INC.",Closed,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"AMERINATIONAL COMMUNITY SERVICES, INC.",Closed with explanation,29,29,29,29,4,14,24,29,26,4,26,29,29,29,12,29
"AMERINATIONAL COMMUNITY SERVICES, INC.",Closed with monetary relief,2,2,2,2,0,1,2,2,2,0,2,2,2,2,0,2
"AMERINATIONAL COMMUNITY SERVICES, INC.",Closed with non-monetary relief,6,6,6,6,1,1,4,6,6,0,5,6,6,6,3,6
"AMERINATIONAL COMMUNITY SERVICES, INC.",In progress,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1
"AMERIPRO FUNDING, INC.",Closed with explanation,3,3,3,3,0,1,1,3,3,1,1,3,3,3,3,3
AMERIS BANCORP,Closed with explanation,16,16,16,16,11,6,0,13,11,3,6,16,16,16,0,16
AMERIS BANCORP,Closed with monetary relief,2,2,2,2,1,1,0,2,2,1,1,2,2,2,0,2
AMERIS BANCORP,Closed with non-monetary relief,2,2,2,2,1,0,0,2,2,1,2,2,2,2,0,2
AMERIS BANCORP,In progress,2,2,2,2,0,0,0,2,2,1,0,2,2,2,0,2
AMERISAVE MORTGAGE CORPORATION,Closed,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
AMERISAVE MORTGAGE CORPORATION,Closed with explanation,214,214,214,214,4,76,98,214,189,38,114,214,214,214,162,214
AMERISAVE MORTGAGE CORPORATION,Closed with monetary relief,73,73,73,73,0,34,36,72,62,18,41,73,73,73,53,73
AMERISAVE MORTGAGE CORPORATION,Closed with non-monetary relief,12,12,12,12,0,5,5,12,11,4,9,12,12,12,11,12
AMRON PROFESSIONAL SERVICES,Closed with explanation,4,4,3,4,3,2,0,4,3,0,3,4,4,4,4,4
ANDERSON FINANCIAL GROUP,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"ANSELL GRIMM & AARON, P.C.",Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"APEX Asset Management, LLC",Closed,3,3,3,3,3,1,0,3,2,0,1,3,3,3,3,3
"APEX Asset Management, LLC",Closed with explanation,85,85,85,85,85,37,7,85,74,14,61,85,85,85,51,85
APEX HOME LOANS,Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
APO LLC,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1
"APPLE FINANCIAL HOLDINGS, INC.",Closed,2,2,2,2,0,0,0,2,2,0,1,2,2,2,2,2
"APPLE FINANCIAL HOLDINGS, INC.",Closed with explanation,68,68,68,68,34,17,11,66,63,7,31,68,68,68,29,68
"APPLE FINANCIAL HOLDINGS, INC.",Closed with monetary relief,20,20,20,20,7,5,0,19,19,3,9,20,20,20,11,20
"APPLE RECOVERY, LLC",Closed,4,4,3,4,3,1,1,4,4,1,1,4,4,4,4,4
"APPLE RECOVERY, LLC",Closed with explanation,19,19,18,19,17,13,1,19,18,2,15,19,19,19,12,19
"APPLE RECOVERY, LLC",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
"AR Audit Services, Inc",Closed with explanation,8,8,8,8,8,2,0,8,8,0,4,8,8,8,8,8
"AR Audit Services, Inc",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"AR Resources, Inc.",Closed,2,2,2,2,2,1,0,2,2,0,1,2,2,2,2,2
"AR Resources, Inc.",Closed with explanation,437,437,434,437,435,190,5,436,404,61,348,437,437,437,177,437
"AR Resources, Inc. (FL)",Closed,2,2,2,2,2,1,2,2,2,0,2,2,2,2,2,2
"AR Resources, Inc. (FL)",Closed with explanation,63,63,62,63,63,22,60,63,60,8,61,63,63,63,36,63
AR Solutions Inc,Closed with explanation,10,10,10,10,10,4,3,10,9,1,7,10,10,10,6,10
ARAKI-REGAN & ASSOCIATES LLC,Closed with explanation,4,4,4,4,4,0,2,4,4,1,2,4,4,4,3,4
ARBOR MORTGAGE,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
ARBOR MORTGAGE,Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
ARBOR MORTGAGE,Untimely response,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
"ARC Management Group, LLC",Closed,9,9,9,9,9,5,1,9,8,1,8,9,9,9,9,9
"ARC Management Group, LLC",Closed with explanation,65,65,65,65,65,31,14,64,52,12,49,65,65,65,30,65
"ARC Management Group, LLC",Closed with non-monetary relief,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1
"ARC Management Group, LLC",In progress,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
ARC Services,Closed,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
ARC Services,Closed with explanation,4,4,4,4,4,1,2,4,4,1,3,4,4,4,4,4
ARC Services,Untimely response,9,9,9,9,9,5,0,9,8,3,8,9,9,9,5,9
ARM WNY LLC,Closed with explanation,123,123,121,123,120,0,0,123,123,12,0,123,123,123,123,123
ARM WNY LLC,Untimely response,9,9,8,9,8,0,0,9,9,0,1,9,9,9,9,9
"ARS National Services, Inc.",Closed,3,3,3,3,3,0,0,3,3,0,1,3,3,3,3,3
"ARS National Services, Inc.",Closed with explanation,178,178,175,178,175,54,0,176,164,24,111,178,178,178,70,178
"ARS National Services, Inc.",Closed with non-monetary relief,31,31,30,31,31,0,0,29,29,6,0,31,31,31,31,31
"ARVEST BANK GROUP, INC.",Closed,11,11,11,11,0,0,1,11,11,0,3,11,11,11,11,11
"ARVEST BANK GROUP, INC.",Closed with explanation,678,678,664,678,132,164,132,671,617,77,255,678,678,678,455,678
"ARVEST BANK GROUP, INC.",Closed with monetary relief,14,14,14,14,1,0,0,14,14,4,1,14,14,14,13,14
"ARVEST BANK GROUP, INC.",Closed with non-monetary relief,4,4,4,4,0,0,0,4,4,2,1,4,4,4,4,4
"ARVEST BANK GROUP, INC.",Closed with relief,5,5,5,5,0,0,0,5,5,0,0,5,5,5,5,5
"ARVEST BANK GROUP, INC.",Closed without relief,26,26,26,26,0,0,0,26,26,2,0,26,26,26,26,26
ASG Solutions LLC,Closed with explanation,15,15,15,15,15,10,0,14,13,2,13,15,15,15,2,15
ASPIRE FINANCIAL INC.,Closed with explanation,14,14,14,14,0,6,2,14,14,2,7,14,14,14,11,14
ASPIRE FINANCIAL INC.,Closed with monetary relief,3,3,3,3,0,1,0,3,3,1,1,3,3,3,3,3
ASPIRE FINANCIAL INC.,Untimely response,3,3,3,3,0,0,0,3,3,0,2,3,3,3,0,3
"ASSOCIATED BANK, NATIONAL ASSOCIATION",Closed with explanation,265,265,262,265,74,50,1,257,243,31,84,265,265,265,158,265
"ASSOCIATED BANK, NATIONAL ASSOCIATION",Closed with monetary relief,66,66,66,66,12,13,0,65,56,8,19,66,66,66,50,66
"ASSOCIATED BANK, NATIONAL ASSOCIATION",Closed with non-monetary relief,23,23,22,23,1,0,0,23,23,1,0,23,23,23,23,23
"ASSOCIATED BANK, NATIONAL ASSOCIATION",Closed with relief,8,8,7,8,0,0,0,8,8,3,0,8,8,8,8,8
ASSOCIATED MORTGAGE BANKERS IN,Closed with explanation,4,4,4,4,1,1,3,4,4,0,1,4,4,4,3,4
ASSOCIATED MORTGAGE CORP,Closed,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
ASSOCIATED MORTGAGE CORP,Closed with explanation,4,4,4,4,0,0,1,4,4,0,1,4,4,4,4,4
ASSOCIATED MORTGAGE CORP,Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"ASSURANCE FINANCIAL GROUP, LLC",Closed with explanation,2,2,2,2,0,1,2,2,2,0,2,2,2,2,1,2
"ASSURANCE FINANCIAL GROUP, LLC",Closed with non-monetary relief,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
ASTA FUNDING INC.,Closed,3,3,3,3,3,0,0,3,3,0,1,3,3,3,3,3
ASTA FUNDING INC.,Closed with explanation,154,154,152,154,149,45,20,153,142,33,63,154,154,154,121,154
ASTA FUNDING INC.,Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
ASTORIA BANK,Closed,4,4,4,4,0,0,0,4,4,0,0,4,4,4,4,4
ASTORIA BANK,Closed with explanation,226,226,225,226,10,36,4,226,218,38,58,226,226,226,203,226
ASTORIA BANK,Closed with monetary relief,33,33,33,33,0,5,0,32,31,4,8,33,33,33,33,33
ASTORIA BANK,Closed with non-monetary relief,11,11,11,11,0,5,0,11,11,0,7,11,11,11,11,11
ASTORIA BANK,Closed with relief,2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2
ASTORIA BANK,Closed without relief,14,14,14,14,0,0,0,14,14,3,0,14,14,14,14,14
"ATG Credit, LLC",Closed,15,15,15,15,14,0,0,15,15,7,0,15,15,15,15,15
"ATG Credit, LLC",Closed with explanation,247,247,244,247,246,98,155,245,224,32,167,247,247,247,152,247
"ATG Credit, LLC",Closed with non-monetary relief,4,4,4,4,4,2,2,3,3,1,2,4,4,4,3,4
"ATHAS CAPITAL GROUP, INC.",Closed with explanation,8,8,8,8,0,4,5,8,6,1,6,8,8,8,2,8
ATLANTIC BAY MORTGAGE GROUP LLC,Closed with explanation,33,33,33,33,1,17,2,33,24,6,27,33,33,33,16,33
"ATLANTIC COAST FINANCIAL SERVICES, INC.",Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
ATLANTIC COAST MORTGAGE LLC,Closed with explanation,2,2,2,2,0,0,0,2,1,1,1,2,2,2,2,2
ATLANTIC HOME LOANS INC.,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
ATLANTIC HOME LOANS INC.,Closed with monetary relief,2,2,2,2,0,0,1,2,2,0,0,2,2,2,2,2
ATLANTIC PACIFIC MORTGAGE CORP,Closed with explanation,22,22,22,22,1,11,3,22,20,6,15,22,22,22,16,22
ATLANTIC PACIFIC MORTGAGE CORP,Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"ATLAS COLLECTIONS, INC.",Closed with explanation,9,9,9,9,9,3,0,9,7,1,3,9,9,9,7,9
"AUDIT SYSTEMS,INC",Closed with explanation,29,29,29,29,29,16,12,29,20,5,21,29,29,29,13,29
"AUDIT SYSTEMS,INC",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
AUDUBON LIBERTY & ASSOCIATES,Untimely response,3,3,3,3,3,1,0,3,3,1,1,3,3,3,3,3
AURORA FINANCIAL GROUP INC,Closed with explanation,20,20,20,20,0,1,1,20,20,1,1,20,20,20,20,20
AURORA FINANCIAL GROUP INC,Untimely response,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"AUTOMATED RECOVERY SYSTEMS, INC",Untimely response,2,2,2,2,2,1,0,2,2,1,1,2,2,2,2,2
AUTOMOTIVE CREDIT CORPORATION,Closed,3,3,3,3,2,1,1,3,3,0,1,3,3,3,3,3
AUTOMOTIVE CREDIT CORPORATION,Closed with explanation,46,46,43,46,37,30,39,46,44,6,40,46,46,46,16,46
AUTOMOTIVE CREDIT CORPORATION,Closed with non-monetary relief,2,2,2,2,2,1,2,2,2,0,2,2,2,2,0,2
AVANTE,Closed,2,2,2,2,2,0,0,2,2,1,0,2,2,2,2,2
AVANTE,Closed with explanation,176,176,175,176,174,73,2,176,159,13,135,176,176,176,81,176
AVANTE,Untimely response,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"AXIA FINANCIAL, LLC",Closed with explanation,6,6,6,6,0,3,4,6,5,2,3,6,6,6,4,6
"AXIA FINANCIAL, LLC",Closed with monetary relief,2,2,2,2,0,1,1,2,2,1,1,2,2,2,1,2
"AXIS FINANCIAL SERVICES, INC.",Closed with explanation,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
"AZ Home Loans, LLC",Closed with explanation,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
"Aargon Agency, Inc.",Closed,195,195,192,195,194,56,108,195,181,39,97,195,195,195,195,195
"Aargon Agency, Inc.",Closed with explanation,443,443,439,443,441,224,415,436,395,50,399,443,443,443,102,443
Aaron Worldwide Collections Inc.,Closed with explanation,5,5,5,5,5,1,0,5,5,0,1,5,5,5,3,5
Abbey Mortgage of Ocala Inc.,Closed with explanation,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
"Abendroth and Russell, P.C.",Closed,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"Ability Recovery Services, LLC",Closed,2,2,2,2,2,0,0,2,2,1,0,2,2,2,2,2
"Ability Recovery Services, LLC",Closed with explanation,838,838,834,838,836,428,390,824,727,78,711,838,838,838,240,838
"Ability Recovery Services, LLC",Closed with monetary relief,4,4,4,4,4,4,0,4,3,0,4,4,4,4,4,4
Able Mortgage,Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
Able Mortgage,Untimely response,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Abrahamsen Ratchford, P.C",Closed with explanation,5,5,5,5,5,2,0,5,4,1,5,5,5,5,0,5
"Abrahamsen Ratchford, P.C",In progress,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"Abrahamsen Ratchford, P.C",Untimely response,7,7,7,7,7,3,0,7,6,2,5,7,7,7,1,7
Absolute Collections Corp.,Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Absolute Collections Corp.,Closed with explanation,15,15,15,15,15,3,2,15,15,4,4,15,15,15,10,15
Absolute Home Mortgage Corporation,Closed with explanation,2,2,2,2,0,1,2,2,1,1,2,2,2,2,1,2
Absolute Home Mortgage Corporation,Closed with monetary relief,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
"Absolute Mortgage Company, Inc.",Closed,3,3,3,3,0,0,0,3,3,1,0,3,3,3,3,3
"Absolute Mortgage Company, Inc.",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Absolute Mortgage Company, Inc.",Untimely response,6,6,6,6,0,4,0,6,5,0,5,6,6,6,4,6
"Absolute Recovery Services, LLC",Closed,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1
"Absolute Recovery Services, LLC",Closed with explanation,11,11,11,11,11,8,8,11,11,1,10,11,11,11,2,11
"Absolute Recovery Services, LLC",Closed with non-monetary relief,5,5,5,5,5,3,4,5,5,1,4,5,5,5,3,5
Absolute Resolutions Corp.,Closed,9,9,9,9,9,3,5,9,8,1,5,9,9,9,9,9
Absolute Resolutions Corp.,Closed with explanation,20,20,20,20,20,9,11,19,11,3,14,20,20,20,3,20
Absolute Resolutions Corp.,Closed with monetary relief,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
Absolute Resolutions Corp.,Closed with non-monetary relief,2,2,2,2,2,1,1,2,1,0,2,2,2,2,0,2
Absolute investment Group,Untimely response,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
"Academic Solutions of New York, LLC",Closed with explanation,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"Academic Solutions of New York, LLC",Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
Academy Mortgage Corporation (NY),Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"Accel Loans, LLC",Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
Accelerate Mortgage LLC,Closed with explanation,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1
"Accelerated Creditors Services, Inc",Closed with explanation,17,17,16,17,16,7,0,17,16,3,12,17,17,17,8,17
"Accelerated Financial Solutions, LLC",Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"Accelerated Financial Solutions, LLC",Closed with explanation,68,68,68,68,68,34,33,65,60,4,56,68,68,68,17,68
"Accelerated Financial Solutions, LLC",Closed with non-monetary relief,94,94,92,94,90,32,15,92,84,10,48,94,94,94,53,94
"Accelerated Receivables Management, Inc.",Closed with explanation,4,4,4,4,4,0,0,4,4,1,0,4,4,4,4,4
"Accelerated Receivables Management, Inc.",Untimely response,63,63,63,63,63,26,0,61,57,7,39,63,63,63,36,63
Accelerated Receivables Solutions,Closed with explanation,11,11,11,11,11,1,2,11,11,2,5,11,11,11,4,11
Accelerated Receivables Solutions,Closed with non-monetary relief,3,3,3,3,3,0,1,3,3,0,3,3,3,3,1,3
"Accelerated Recovery Services, Inc",Closed with explanation,2,2,2,2,2,2,1,2,2,0,2,2,2,2,0,2
"Accelerated Revenue, Inc.",Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Accelerated Servicing Group LLC,Closed with explanation,11,11,11,11,11,5,0,10,6,0,10,11,11,11,1,11
Accelerated Servicing Group LLC,Untimely response,4,4,4,4,4,1,0,3,3,0,2,4,4,4,0,4
"Acceptance Rentals, Inc.",Closed with explanation,27,27,26,27,23,14,20,27,27,2,23,27,27,27,4,27
"Acceptance Rentals, Inc.",Closed with non-monetary relief,6,6,6,6,6,5,5,6,5,0,6,6,6,6,0,6
"Acceptance Rentals, Inc.",In progress,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"Acceptance Solutions Group, INC",Closed,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"Acceptance Solutions Group, INC",Closed with explanation,61,61,44,61,21,39,17,61,51,3,59,61,61,61,40,61
"Acceptance Solutions Group, INC",Closed with monetary relief,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
"Acceptance Solutions Group, INC",Closed with non-monetary relief,4,4,2,4,2,2,3,4,3,0,4,4,4,4,4,4
"Acceptance Solutions Group, INC",Untimely response,2,2,2,2,2,1,0,2,2,0,1,2,2,2,0,2
"Access Capital Services, Inc.",Closed with explanation,21,21,21,21,21,9,5,20,18,2,17,21,21,21,8,21
"Access Credit Management, Inc.",Closed with explanation,8,8,8,8,8,4,0,8,6,1,7,8,8,8,5,8
"Access Credit Management, Inc.",Closed with monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Access Financial LLC,Closed with explanation,14,14,14,14,10,11,14,14,11,2,13,14,14,14,4,14
Access Receivables Management,Closed with explanation,64,64,64,64,64,22,23,63,55,11,48,64,64,64,33,64
Access Receivables Management,Closed with monetary relief,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
"Accord Business Funding, LLC",Closed with explanation,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2
Account Brokers Inc.,Closed with explanation,26,26,26,26,26,7,2,26,22,3,12,26,26,26,26,26
Account Brokers Inc.,Untimely response,15,15,15,15,15,4,0,15,14,0,14,15,15,15,4,15
Account Control Bureau,Closed with explanation,7,7,7,7,7,6,3,7,5,1,7,7,7,7,1,7
Account Control Bureau,Closed with non-monetary relief,4,4,4,4,4,3,2,4,3,0,4,4,4,4,0,4
"Account Control Services, Inc",Closed with explanation,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Account Control Services, Inc",Closed with non-monetary relief,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
"Account Control Systems, Inc",Closed with explanation,12,12,12,12,12,2,5,12,12,1,4,12,12,12,7,12
"Account Control Systems, Inc",Closed with non-monetary relief,4,4,4,4,4,0,3,4,4,2,1,4,4,4,4,4
"Account Control Technology, Inc.",Closed,9,9,9,9,9,1,5,9,9,1,3,9,9,9,9,9
"Account Control Technology, Inc.",Closed with explanation,98,98,98,98,98,43,89,97,87,10,69,98,98,98,36,98
"Account Control Technology, Inc.",Closed with non-monetary relief,218,218,218,218,218,79,151,215,193,28,131,218,218,218,140,218
"Account Control Technology, Inc.",In progress,2,2,2,2,2,0,0,2,2,0,0,2,2,2,0,2
"Account Discovery Systems, LLC",Closed with explanation,141,141,140,141,136,46,0,140,127,16,76,141,141,141,107,141
"Account Discovery Systems, LLC",Untimely response,2,2,2,2,2,0,0,2,2,0,1,2,2,2,0,2
"Account Information Management, Corp.",Closed with explanation,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2
Account Liquidation Services Inc.,Closed with explanation,6,6,6,6,6,3,5,6,4,2,3,6,6,6,2,6
Account Liquidation Services Inc.,Closed with non-monetary relief,7,7,7,7,7,5,4,6,5,0,5,7,7,7,5,7
