company,date_received,product,sub_product,issue,sub_issu,consumer_complaint_nar,company_pub_response,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_com,com_response_to_consumer,timely_response,consumer_dis,complaint_id
"Action Collection Agencies, Inc.",32,32,32,32,32,12,6,31,27,8,19,32,32,32,32,19,32
Action Collection Service,46,46,46,46,46,15,23,45,43,5,25,46,46,46,46,32,46
Action Collectors Inc.,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
"Action Credit, LLC",6,6,6,6,1,2,0,6,6,1,5,6,6,6,6,0,6
Action Finance Inc.,3,3,3,3,3,1,2,3,3,0,2,3,3,3,3,0,3
"Action Financial Services, LLC",66,66,66,66,65,30,57,65,59,8,47,66,66,66,66,15,66
"Action Professionals, Inc.",10,10,10,10,10,3,1,10,10,0,4,10,10,10,10,7,10
Action Rent To Own,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Action Revenue Recovery, LLC",33,33,33,33,33,14,0,33,30,4,24,33,33,33,33,7,33
Activehours,40,40,40,40,5,20,14,39,35,1,39,40,40,40,40,0,40
Activity Collection Service,4,4,4,4,4,1,0,4,4,0,3,4,4,4,4,2,4
Activus Corporation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
Ad Astra Recovery Services Inc,1672,1672,1605,1672,1547,716,5,1665,1531,187,1446,1672,1672,1672,1672,530,1672
"Adler Wallach & Associates, Inc.",369,369,364,369,368,166,0,363,338,36,275,369,369,369,369,161,369
"Admin Recovery, LLC",126,126,124,126,118,44,40,125,116,12,80,126,126,126,126,88,126
"Adsen & Associates, LLC",3,3,3,3,3,1,0,3,2,1,1,3,3,3,3,2,3
"Advance America, Cash Advance Centers, Inc.",585,585,439,585,293,207,185,581,524,91,356,585,585,585,585,371,585
Advance Bureau of Collections,32,32,32,32,32,12,11,32,28,6,22,32,32,32,32,22,32
"Advance Paychecks,  LLC",2,2,1,2,1,0,1,2,2,0,1,2,2,2,2,2,2
"Advance Title & Abstract, Inc.",1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"Advance Title and Loans, LLC",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
"Advanced Call Center Technologies, LLC",27,27,27,27,27,9,0,27,26,4,14,27,27,27,27,13,27
"Advanced Collection Bureau, Inc.",150,150,150,150,150,80,127,150,135,18,128,150,150,150,150,67,150
"Advanced Collection Services, LTD",8,8,8,8,8,3,0,8,7,1,6,8,8,8,8,5,8
"Advanced Collections, Inc.",4,4,4,4,4,1,1,4,3,0,3,4,4,4,4,1,4
Advanced Financial Company,5,5,5,5,4,2,5,5,3,1,3,5,5,5,5,4,5
"Advanced Loan Systems, LLC.",2,2,2,2,0,1,1,2,2,1,1,2,2,2,2,2,2
Advanced Portfolio Group LLC,4,4,4,4,4,2,3,3,3,0,2,4,4,4,4,0,4
Advanced Professional Group,6,6,6,6,5,4,2,6,4,2,5,6,6,6,6,3,6
"Advanced Recovery Systems, Inc.",21,21,21,21,21,7,8,21,18,3,14,21,21,21,21,13,21
"Advanced Recovery Systems, Inc. (PA)",4,4,4,4,4,1,2,4,3,1,3,4,4,4,4,1,4
Advanced Resolution Services Inc.,89,89,86,89,82,31,0,89,80,6,85,89,89,89,89,4,89
"Advansse, Inc",1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1
"Advantage Auto Sales, Inc.",2,2,2,2,2,1,1,2,1,0,2,2,2,2,2,0,2
"Advantage Collection Professionals, Inc.",17,17,17,17,17,11,15,17,15,0,15,17,17,17,17,9,17
Advantage Credit Bureau Inc.,2,2,2,2,2,1,0,2,1,0,1,2,2,2,2,1,2
"Advantage Credit Counseling Service, Inc.",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"Advantage Credit, Inc.",11,11,9,11,11,4,6,11,10,3,11,11,11,11,11,2,11
Advantage Financial Service LLC (Idaho),18,18,18,18,18,13,15,18,16,3,16,18,18,18,18,8,18
"Advantage Financial Services, LLC",2,2,2,2,1,0,2,2,2,0,1,2,2,2,2,0,2
"Advantage One Credit, LLC",19,19,19,19,3,9,0,19,19,1,12,19,19,19,19,6,19
"Advantage Recovery Group, Inc",2,2,2,2,2,1,1,2,2,0,1,2,2,2,2,0,2
"Advent Financial Systems, LLC",2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,0,2
"Aequitas Capital Opportunities Fund, LP",4,4,4,4,3,2,2,4,4,2,3,4,4,4,4,1,4
Affiliated Acceptance Corporation,47,47,47,47,43,24,5,47,45,4,38,47,47,47,47,22,47
"Affiliated Collection Services, LLC",11,11,11,11,11,7,7,11,9,2,8,11,11,11,11,6,11
"Affiliated Creditors, Inc.",21,21,21,21,21,14,10,21,16,2,19,21,21,21,21,9,21
Affiliated Management Services,20,20,20,20,20,9,12,20,19,3,14,20,20,20,20,11,20
Affiliates Management Company,14,14,11,14,10,5,3,14,13,1,8,14,14,14,14,4,14
"Affinity Mortgage, L.L.C.",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
Affordable Financial Solutions,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
Affordable Interest Mortgage,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1
Agency of Credit Control,35,35,34,35,34,16,24,35,33,4,26,35,35,35,35,16,35
Alabama Housing Finance Authority,87,87,87,87,3,41,40,87,78,5,67,87,87,87,87,40,87
Alacrity Collections Corporation,3,3,3,3,3,1,2,3,3,0,1,3,3,3,3,1,3
"Alaska Cascade Financial Services, Inc.",3,3,3,3,3,1,1,3,3,1,3,3,3,3,3,2,3
"Alavi Law, PLLC",1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"Albert E. Acuna, P.A.",2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2
Albuquerque Auto Outlet,2,2,2,2,2,1,1,2,1,0,1,2,2,2,2,0,2
"Alco Capital Group, LLC",3,3,3,3,3,1,0,3,3,1,2,3,3,3,3,2,3
"Alco Collections, Inc.",20,20,19,20,20,11,1,19,15,4,12,20,20,20,20,9,20
"Aldous & Associates, PLLC",186,186,185,186,184,85,159,184,174,22,132,186,186,186,186,73,186
"Aldridge Pite Haan, LLP",51,51,50,51,51,33,29,51,46,5,44,51,51,51,51,2,51
"Aldridge Pite, LLP",103,103,103,103,46,40,103,102,100,11,50,103,103,103,103,66,103
Alegria Auto Sales,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
"Alessi & Koenig, LLC",6,6,6,6,3,3,0,6,4,1,3,6,6,6,6,6,6
"Alisa Katz Campbell, P.C.",2,2,2,2,2,1,0,2,2,0,1,2,2,2,2,2,2
"All American Check Cashing, Inc.",15,15,10,15,4,1,2,15,14,1,3,15,15,15,15,9,15
"All American Title Co., Inc",2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,2,2
"All Credit Considered Mortgage, Inc.",4,4,4,4,0,3,2,4,4,2,3,4,4,4,4,0,4
"All Home Lending, Inc.",2,2,2,2,0,0,1,2,2,0,2,2,2,2,2,0,2
"All Kind Check Cashing, Inc.",2,2,2,2,1,0,0,2,2,0,1,2,2,2,2,2,2
"All Reverse Mortgage, Inc.",2,2,2,2,0,1,1,2,2,1,1,2,2,2,2,0,2
"All State Credit Bureau, Inc.",57,57,57,57,57,28,0,56,50,5,50,57,57,57,57,14,57
Allarin Professional Group LLC,2,2,2,2,2,1,0,2,2,0,1,2,2,2,2,1,2
"Allegiance Accounting Services, LLC",5,5,5,5,5,4,0,5,4,1,5,5,5,5,5,0,5
Allegiant Capital Recovery LLC,12,12,12,12,12,6,2,12,9,1,11,12,12,12,12,0,12
Allen & Withrow,14,14,14,14,14,6,7,13,12,5,7,14,14,14,14,13,14
"Allgate Financial, LLC",63,63,61,63,61,16,22,63,58,9,28,63,63,63,63,49,63
"Alliance Asset Management, Inc (Closed)",28,28,27,28,27,0,0,28,28,0,0,28,28,28,28,28,28
"Alliance CAS, LLC",8,8,8,8,8,5,8,8,8,3,7,8,8,8,8,0,8
"Alliance Collection Agencies, Inc.",98,98,97,98,98,32,73,98,84,11,59,98,98,98,98,43,98
Alliance Collection Service,17,17,17,17,17,4,8,16,12,0,9,17,17,17,17,10,17
"Alliance Credit Counseling, Inc.",1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
"Alliance Credit Services, Inc.",4,4,4,4,3,2,2,4,3,0,3,4,4,4,4,1,4
Alliance Data Card Services,6958,6958,6517,6958,6301,3303,0,6787,5922,1000,5210,6958,6958,6958,6958,655,6958
Alliance Group & Associates LLC,22,22,22,22,21,13,9,21,17,4,17,22,22,22,22,9,22
Alliance Recovery Group,13,13,13,13,13,5,0,13,12,2,11,13,13,13,13,4,13
AllianceOne Recievables Management,653,653,641,653,643,201,7,646,613,94,343,653,653,653,653,521,653
Alliant Capital Management LLC,166,166,159,166,151,81,0,161,145,19,127,166,166,166,166,100,166
"Allied Account Services, Inc.",25,25,25,25,24,10,3,24,21,4,15,25,25,25,25,13,25
Allied California,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"Allied Collection Service, Inc. (Indiana)",11,11,10,11,11,2,1,10,10,0,4,11,11,11,11,9,11
"Allied Collection Services, Inc. (Nevada)",347,347,340,347,344,166,267,345,316,45,256,347,347,347,347,166,347
Allied Credit Consultants,7,7,7,7,6,3,0,7,6,0,6,7,7,7,7,5,7
Allied Data Corporation,4,4,3,4,3,1,0,4,4,0,1,4,4,4,4,3,4
"Allied Fidelity Services, LLC",5,5,5,5,4,0,0,5,5,0,0,5,5,5,5,5,5
Allied Financial Group & Associates (Closed),20,20,20,20,16,4,0,20,19,9,7,20,20,20,20,20,20
"Allied International Credit Corp., (US)",118,118,118,118,116,48,1,114,98,23,77,118,118,118,118,74,118
Allied Interstate LLC,1590,1590,1574,1590,1570,329,739,1570,1482,261,578,1590,1590,1590,1590,1297,1590
"Allied Recovery Solutions, Inc.",3,3,3,3,3,1,2,3,3,0,3,3,3,3,3,0,3
Allied Servicing Corporation,8,8,8,8,1,5,7,8,7,1,6,8,8,8,8,5,8
Alorica Inc.,774,774,767,774,768,145,86,773,743,119,271,774,774,774,774,705,774
"Alpha Mortgage, LLC",1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1
Alpha Recovery Corp,180,180,176,180,176,54,96,176,161,29,96,180,180,180,180,109,180
"Alpha Title, LLC",1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1
"Alpine Capital Investments, LLC",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
"Alpine Credit, Inc",47,47,47,47,47,25,21,47,44,7,42,47,47,47,47,19,47
"Alpine Financial Solutions, Inc.",6,6,6,6,6,2,0,6,5,4,4,6,6,6,6,4,6
"Alpine Mortgage Services, LLC",2,2,2,2,0,0,1,2,2,0,1,2,2,2,2,2,2
Alternative Collections LLC,8,8,8,8,8,0,0,7,7,1,2,8,8,8,8,5,8
"Alternative Finance Company, LLC",1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
Alternative Resource Services Inc,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
"Alternative Revenue Systems, Inc",4,4,4,4,4,2,0,4,4,1,3,4,4,4,4,4,4
"Altisource Portfolio Solutions, S.à r.l.",331,331,327,331,240,103,228,325,304,54,168,331,331,331,331,201,331
Altitude Community Law P.C.,12,12,12,12,11,8,0,12,8,0,12,12,12,12,12,4,12
Alvamar Financial,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
AmOne Corp.,2,2,2,2,1,1,1,2,1,0,1,2,2,2,2,0,2
AmWest Funding Corp.,2,2,2,2,0,0,0,1,1,1,1,2,2,2,2,0,2
Amati & Associates LLC,3,3,2,3,2,2,0,3,3,0,2,3,3,3,3,3,3
"Ambassador Mortgage, LLC",2,2,2,2,0,1,1,2,1,0,2,2,2,2,2,1,2
"Amcap Mortgage, Ltd.",11,11,11,11,0,5,7,11,9,2,8,11,11,11,11,8,11
"AmerAssist A/R Solutions, Inc.",78,78,78,78,76,29,3,77,66,11,56,78,78,78,78,48,78
AmeriCash Holding LLC,86,86,66,86,25,50,2,86,70,14,72,86,86,86,86,46,86
AmeriCollect,604,604,600,604,604,266,563,597,537,69,497,604,604,604,604,224,604
AmeriFirst Financial Corporation,25,25,25,25,0,10,17,24,18,1,14,25,25,25,25,14,25
"AmeriHome Mortgage Company, LLC",435,435,435,435,18,226,43,427,368,72,356,435,435,435,435,85,435
AmeriPay Corporation,2,2,2,2,2,1,0,2,1,0,2,2,2,2,2,2,2
"America Transfers, Inc.",3,3,3,3,0,0,0,3,3,0,0,3,3,3,3,0,3
"America's Mortgage Center, LTD.",1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1
"America's Mortgage Lender, L.L.C.",2,2,2,2,0,1,0,2,2,1,2,2,2,2,2,1,2
"American 1st Rate Mortgage, LLC",1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
"American Acceptance Co., LLC",14,14,14,14,13,9,0,14,14,2,13,14,14,14,14,1,14
American Acceptance Corp. of South Carolina,4,4,4,4,3,1,4,3,3,0,2,4,4,4,4,1,4
American Accounts & Advisers Inc.,94,94,94,94,94,40,38,93,85,10,74,94,94,94,94,36,94
American Billing & Collection,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
"American Capital Enterprises, Inc.",52,52,51,52,52,27,39,51,50,4,39,52,52,52,52,30,52
"American Capital Mortgage, Inc",1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
"American Collection Services, Inc. (OK, TX)",38,38,38,38,37,18,14,38,36,7,23,38,38,38,38,22,38
"American Collection Systems, Inc",7,7,7,7,7,3,2,7,6,2,4,7,7,7,7,3,7
"American Collection Systems, Inc. (OH)",14,14,14,14,14,5,0,14,12,5,11,14,14,14,14,7,14
"American Collections Enterprise, Inc.",167,167,166,167,166,54,114,163,149,24,101,167,167,167,167,120,167
"American Consumer Credit Counseling, Inc.",3,3,3,3,0,2,3,3,3,2,3,3,3,3,3,2,3
American Coradius International LLC,259,259,258,259,254,88,3,258,240,47,165,259,259,259,259,138,259
"American Credit Acceptance, LLC",429,429,427,429,289,216,325,419,382,49,334,429,429,429,429,158,429
American Credit Adjusters,23,23,19,23,19,8,15,23,20,2,15,23,23,23,23,20,23
"American Credit Bureau, Inc.",43,43,42,43,43,19,18,41,40,5,31,43,43,43,43,21,43
"American Credit Exchange, Inc",5,5,4,5,5,0,3,5,5,0,3,5,5,5,5,5,5
American Credit Financial,24,24,22,24,20,15,8,24,24,2,22,24,24,24,24,7,24
"American Credit Resolution, Incorporated",38,38,36,38,36,25,26,38,33,3,30,38,38,38,38,27,38
"American Cycle Finance, Inc.",1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1
American Debt Consolidation,4,4,4,4,4,2,4,3,3,0,3,4,4,4,4,0,4
"American Debt Services, LLC",4,4,4,4,4,0,0,4,4,1,0,4,4,4,4,4,4
American Eagle Mortgage Co. Inc. (FL),1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1
"American Elite Recovery, LLC",7,7,7,7,6,4,0,7,5,1,5,7,7,7,7,0,7
"American Fidelity Mortgage Services, Inc.",1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
American Finance LLC,12,12,12,12,9,8,11,10,7,0,10,12,12,12,12,4,12
"American Financial Credit Services, Inc.",11,11,11,11,11,7,0,11,8,1,7,11,11,11,11,7,11
"American Financial Lending, Inc.",2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2,2
"American Financial Mortgage Services, Inc.",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"American Financial Resources, Inc.",141,141,141,141,2,59,47,140,117,28,89,141,141,141,141,98,141
"American First Finance, Inc.",123,123,123,123,64,68,43,120,106,17,99,123,123,123,123,15,123
"American First Financial Services, Inc.",2,2,2,2,1,1,2,1,1,0,1,2,2,2,2,1,2
"American Heritage Capital, LP",2,2,2,2,0,1,2,1,1,0,1,2,2,2,2,1,2
"American Homestead Mortgage, LLC",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
"American International Finance, Inc.",3,3,3,3,2,2,3,3,3,0,3,3,3,3,3,1,3
American Lending LLC,5,5,4,5,1,1,0,5,4,1,3,5,5,5,5,4,5
"American Lending Solutions, LLC",6,6,4,6,3,3,0,6,6,1,3,6,6,6,6,5,6
"American Liberty Mortgage, Inc.",1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1
American Mediation,8,8,8,8,8,3,0,7,5,0,5,8,8,8,8,5,8
American Mortgage Investment Partners Fund I Trust,7,7,7,7,0,2,0,7,6,0,4,7,7,7,7,4,7
American Mortgage Service Company,3,3,3,3,0,1,2,3,3,0,2,3,3,3,3,0,3
"American Mortgage Services,  Inc",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
American Northwest Recovery Solutions Inc,2,2,2,2,2,1,0,2,2,1,1,2,2,2,2,1,2
"American Payment Holdco, Inc.",17,17,17,17,2,10,1,17,16,2,16,17,17,17,17,4,17
American Preferred Lending,2,2,2,2,0,1,0,2,1,0,2,2,2,2,2,0,2
American Professional Collections,3,3,3,3,3,1,0,3,3,0,2,3,3,3,3,3,3
"American Profit Recovery, Inc",56,56,56,56,56,17,34,56,51,9,32,56,56,56,56,31,56
"American Receivables Agency, LLC",2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,1,2
American Recovery Service Incorporated,54,54,54,54,54,13,37,54,52,7,27,54,54,54,54,31,54
American Reporting Company,2,2,2,2,2,0,1,2,2,0,2,2,2,2,2,0,2
"American Revenue Management, Inc.",17,17,17,17,17,5,11,17,16,0,10,17,17,17,17,11,17
American Student Assistance,89,89,89,89,87,29,31,89,83,10,51,89,89,89,89,49,89
American Student Loan Advocates,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,0,2
American Tax Holding LLC,3,3,3,3,1,1,2,3,3,1,1,3,3,3,3,1,3
American Title Corp,2,2,2,2,0,1,1,2,2,0,2,2,2,2,2,1,2
"American Trst Company, Inc.",2,2,2,2,0,1,1,2,2,0,1,2,2,2,2,1,2
American United Mortgage Corporation,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
"Americas Mortgage Professionals, LLC",1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"America’s Financial Choice, Inc.",2,2,1,2,0,1,0,2,2,0,2,2,2,2,2,1,2
"Americor Funding, Inc",19,19,19,19,1,8,8,18,16,6,12,19,19,19,19,0,19
"Amerifinance, Inc.",5,5,5,5,4,2,2,5,5,1,5,5,5,5,5,1,5
Amerifund Home Mortgage LLC,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
Ameritech Financial,209,209,209,209,185,105,12,183,152,23,150,209,209,209,209,0,209
Amerivest Mortgages,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
Amity Associates LLC,5,5,5,5,5,1,0,5,5,1,3,5,5,5,5,5,5
Amos Financial LLC,3,3,3,3,0,1,3,3,3,0,1,3,3,3,3,1,3
"Amplify Revenue Solutions, LLC",1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
Amscot Corporation,55,55,50,55,22,23,27,52,47,12,38,55,55,55,55,23,55
"Amsher Collection Services, Inc.",794,794,787,794,790,360,694,786,717,115,622,794,794,794,794,368,794
"Anchor Loans, Inc.",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
"Anchor Mortgage, LLC",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
"Anderson and Associates Credit Services, LLC",5,5,5,5,5,3,3,5,5,0,4,5,5,5,5,5,5
"Andesite Finance Company, LLC",2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2,2
"Andover Auto Sales, Inc. D.B.A. Broadway Auto Mall",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"Andreu, Palma & Andreu, PL",42,42,41,42,40,10,0,42,40,13,23,42,42,42,42,31,42
"Andrews & Cox, P.C.",17,17,17,17,17,7,10,17,13,3,9,17,17,17,17,9,17
Andy Bowers & Associates LLC,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
Angel Oak Home Loans LLC,2,2,2,2,0,1,1,2,2,0,2,2,2,2,2,1,2
Angel Oak Mortgage Solutions LLC,5,5,5,5,2,3,2,5,5,1,4,5,5,5,5,3,5
Anselmo Lindberg Oliver LLC,12,12,12,12,11,0,3,12,12,1,0,12,12,12,12,11,12
Anthony J. Musto,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1
"Apelles, LLC",48,48,48,48,47,17,5,47,40,13,29,48,48,48,48,28,48
"Apex Funding Group, Inc.",1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
Apex Resolution Group LLC,15,15,15,15,15,10,0,15,10,4,13,15,15,15,15,14,15
"Apothaker & Associates, PC",32,32,32,32,29,9,5,32,29,9,18,32,32,32,32,15,32
Appalachian Lending Corporation,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1
"Apple Law Group, Inc.",12,12,11,12,4,4,0,11,9,4,6,12,12,12,12,9,12
Applewood Funding Corporation,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"Applied Business Services, Inc.",67,67,65,67,67,31,15,67,63,10,57,67,67,67,67,28,67
"Applied Data Finance, LLC",35,35,34,35,12,19,10,34,30,9,28,35,35,35,35,2,35
Applied Resolutions Group,12,12,11,12,11,6,3,12,12,2,8,12,12,12,12,11,12
Approved Mortgage Corporation,2,2,2,2,0,1,2,2,2,0,1,2,2,2,2,2,2
"Aqua Finance, Inc.",100,100,98,100,58,49,67,99,89,29,77,100,100,100,100,43,100
Arapahoe Motors,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"Arbor Professional Solutions, Inc.",47,47,47,47,47,21,40,47,42,4,38,47,47,47,47,14,47
Arbor Residential Mortgage LLC,331,331,331,331,17,102,104,330,300,33,154,331,331,331,331,317,331
"Arcadia Holdings, LLC",83,83,82,83,83,32,35,83,75,7,61,83,83,83,83,58,83
Arco Collection Services LLC,2,2,2,2,2,1,0,2,2,0,1,2,2,2,2,0,2
Arcstone Financial Inc.,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
Arcus Lending Inc,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
Ardmore Finance Corporation,8,8,8,8,4,4,7,8,6,0,7,8,8,8,8,1,8
Arete Financial Group,11,11,11,11,9,5,8,10,10,3,8,11,11,11,11,0,11
Argon Credit,77,77,73,77,21,34,15,76,68,10,68,77,77,77,77,52,77
Aries Loans Inc,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1
"Aristocrat Title, LLC",1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
Arivo Acceptance LLC,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,0,3
"Ark Law Group, PLLC",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
"Ark-La-Tex Financial Services, LLC",13,13,13,13,1,6,10,13,11,2,8,13,13,13,13,9,13
Armada Corp.,52,52,52,52,52,19,26,52,48,9,36,52,52,52,52,25,52
"Armand Law Group, PLLC.",2,2,2,2,2,1,2,2,2,0,1,2,2,2,2,2,2
Armcon Corp,46,46,46,46,46,18,1,45,42,12,29,46,46,46,46,27,46
Armed Forces Loans of Nevada Inc.,15,15,14,15,6,12,7,15,11,14,14,15,15,15,15,8,15
Armor Systems Corporation,49,49,49,49,49,25,23,49,45,2,39,49,49,49,49,27,49
Army and Air Force Exchange Service,495,495,385,495,384,228,388,480,437,364,360,495,495,495,495,205,495
"Arnold Scott Harris, P.C.",125,125,124,125,125,38,69,124,118,19,62,125,125,125,125,104,125
"Arthur B. Adler & Associates, Ltd",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
"Ascend Consumer Finance, Inc.",2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,2
Ascend One Corporation,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1
Ascendium Education Group,78,78,78,78,78,34,40,77,69,12,60,78,78,78,78,0,78
"Ascension Point Recovery Services, LLC",99,99,99,99,98,21,9,95,88,29,50,99,99,99,99,55,99
Ascension Recovery Management,15,15,15,15,15,4,4,15,14,3,11,15,15,15,15,10,15
Ascent Holding Co,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1
"Ashfield Management Services Inc,",13,13,13,13,13,8,4,13,13,1,13,13,13,13,13,8,13
Ashner Group Inc,3,3,3,3,3,0,0,3,3,0,2,3,3,3,3,1,3
"Ashton & Weinberg, Inc.",26,26,26,26,26,15,6,25,22,2,21,26,26,26,26,15,26
Ashwood Financial Inc,20,20,20,20,20,6,0,19,16,4,11,20,20,20,20,14,20
Aspen Home Mortgage Group,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"Aspen National Financial, Inc.",88,88,88,88,86,32,57,86,76,24,57,88,88,88,88,53,88
"Aspen Properties Group, LLC",3,3,3,3,1,2,2,3,3,0,2,3,3,3,3,1,3
Aspen Yo LLC,100,100,100,100,4,40,15,98,89,13,74,100,100,100,100,51,100
Assent Inc.,7,7,7,7,2,3,0,7,6,2,5,7,7,7,7,5,7
"Asset Acquisition Group, LLC",5,5,5,5,5,2,0,5,5,1,4,5,5,5,5,4,5
Asset Collections Inc,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,0,2
"Asset Management Holdings, LLC",5,5,5,5,3,1,2,5,5,0,2,5,5,5,5,2,5
"Asset Management Outsourcing, Inc.",408,408,404,408,407,166,5,405,366,52,306,408,408,408,408,193,408
"Asset Management Professionals, LLC",34,34,33,34,33,2,1,34,33,4,2,34,34,34,34,33,34
"Asset Maximization Group, Inc.",15,15,15,15,15,7,14,15,15,0,12,15,15,15,15,7,15
Asset Mediation Partners LLC,2,2,2,2,2,1,0,2,2,0,2,2,2,2,2,2,2
"Asset One Mortgage, Inc.",1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
"Asset Recovery Group, Inc.",34,34,34,34,34,10,9,34,33,5,19,34,34,34,34,27,34
Asset Recovery Inc,9,9,8,9,9,5,4,9,5,5,7,9,9,9,9,6,9
"Asset Recovery Solutions, LLC",244,244,241,244,241,66,1,244,223,38,125,244,244,244,244,157,244
AssetRecoveryplus,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
"Assets Recovered, LLC",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Assigned Credit Solutions,17,17,17,17,17,1,0,17,17,5,3,17,17,17,17,16,17
"Associated Collectors, Inc.",14,14,14,14,14,5,10,14,13,1,9,14,14,14,14,11,14
"Associated Credit Services, Inc.",136,136,135,136,135,56,94,134,119,17,99,136,136,136,136,45,136
Associated Management Company Inc,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,0,2
Associates Financial Solutions Inc,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
Associates International Holdings Corporation,2,2,2,2,0,0,1,2,2,1,2,2,2,2,2,2,2
"Associates Title, Inc.",2,2,2,2,0,0,1,2,2,0,0,2,2,2,2,2,2
"Association Capital Resources, LLC",12,12,12,12,12,3,3,12,12,0,6,12,12,12,12,12,12
Association Collection Services LLC,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
"Association Financial Services, LLC",4,4,4,4,4,2,3,4,4,1,3,4,4,4,4,4,4
Assured Financial Partners,46,46,46,46,45,24,11,45,40,1,41,46,46,46,46,9,46
Astra Business Services,25,25,25,25,24,6,2,24,24,4,15,25,25,25,25,16,25
"Aswad & Ingraham, LLP",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
